User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000326,P00144642,1,5,11,2,1,1,1,15.0,16.0,8173
1000326,P00122542,1,5,11,2,1,1,11,-2.0,-2.0,5895
1000326,P00295342,1,5,11,2,1,1,2,8.0,-2.0,9523
1000326,P00255842,1,5,11,2,1,1,16,-2.0,-2.0,20398
1000326,P00319042,1,5,11,2,1,1,5,-2.0,-2.0,8574
1000326,P00323642,1,5,11,2,1,1,8,-2.0,-2.0,5996
1000326,P00101542,1,5,11,2,1,1,13,16.0,-2.0,762
1000326,P00252442,1,5,11,2,1,1,8,-2.0,-2.0,5831
1000326,P00211142,1,5,11,2,1,1,5,-2.0,-2.0,7069
1000327,P00307942,1,3,18,3,4,0,6,8.0,-2.0,16523
1000327,P00297542,1,3,18,3,4,0,8,-2.0,-2.0,7874
1000327,P00173342,1,3,18,3,4,0,1,6.0,14.0,11596
1000327,P00287642,1,3,18,3,4,0,8,17.0,-2.0,9719
1000327,P00115742,1,3,18,3,4,0,6,10.0,16.0,20483
1000327,P00177342,1,3,18,3,4,0,8,-2.0,-2.0,8087
1000327,P00089042,1,3,18,3,4,0,13,-2.0,-2.0,563
1000327,P00120542,1,3,18,3,4,0,8,14.0,-2.0,8044
1000327,P00366542,1,3,18,3,4,0,5,-2.0,-2.0,7092
1000327,P00330342,1,3,18,3,4,0,5,11.0,16.0,5278
1000327,P00296942,1,3,18,3,4,0,8,-2.0,-2.0,8142
1000327,P00332142,1,3,18,3,4,0,8,14.0,-2.0,7827
1000327,P00188442,1,3,18,3,4,0,5,7.0,-2.0,8878
1000327,P00110142,1,3,18,3,4,0,7,-2.0,-2.0,16838
1000327,P00370042,1,3,18,3,4,0,1,8.0,16.0,4064
1000328,P00044442,1,3,12,3,2,0,1,16.0,-2.0,11752
1000329,P00130242,1,3,7,1,1,0,8,-2.0,-2.0,5889
1000329,P00350942,1,3,7,1,1,0,3,4.0,5.0,5515
1000329,P00117942,1,3,7,1,1,0,5,15.0,-2.0,7100
1000329,P00105142,1,3,7,1,1,0,1,2.0,15.0,7838
1000329,P00030842,1,3,7,1,1,0,1,2.0,15.0,8272
1000329,P00320742,1,3,7,1,1,0,1,4.0,9.0,11709
1000329,P00033342,1,3,7,1,1,0,5,14.0,-2.0,7046
1000329,P00101042,1,3,7,1,1,0,5,12.0,-2.0,5251
1000329,P00169742,1,3,7,1,1,0,1,8.0,15.0,11987
1000329,P00352242,1,3,7,1,1,0,1,6.0,16.0,15275
1000329,P00181742,1,3,7,1,1,0,11,16.0,-2.0,1491
1000329,P00211142,1,3,7,1,1,0,5,-2.0,-2.0,5248
1000329,P00047942,1,3,7,1,1,0,5,13.0,-2.0,1812
1000329,P00130442,1,3,7,1,1,0,3,5.0,-2.0,8339
1000329,P00078242,1,3,7,1,1,0,5,-2.0,-2.0,3435
1000329,P00059842,1,3,7,1,1,0,5,-2.0,-2.0,3463
1000329,P00072842,1,3,7,1,1,0,5,8.0,-2.0,1940
1000329,P00322042,1,3,7,1,1,0,5,8.0,-2.0,7022
1000329,P00033642,1,3,7,1,1,0,5,8.0,-2.0,5388
1000329,P00335242,1,3,7,1,1,0,5,8.0,-2.0,3747
1000329,P0096642,1,3,7,1,1,0,2,3.0,4.0,9835
1000329,P00198242,1,3,7,1,1,0,2,4.0,9.0,3758
1000329,P00335842,1,3,7,1,1,0,5,-2.0,-2.0,2011
1000330,P00080342,1,6,7,3,2,0,1,6.0,8.0,19527
1000330,P00174842,1,6,7,3,2,0,17,-2.0,-2.0,10366
1000331,P00214842,1,2,7,2,1,0,14,-2.0,-2.0,14934
1000331,P00267742,1,2,7,2,1,0,5,-2.0,-2.0,6874
1000331,P00248742,1,2,7,2,1,0,5,-2.0,-2.0,7111
1000331,P00013742,1,2,7,2,1,0,5,-2.0,-2.0,5260
1000331,P00048742,1,2,7,2,1,0,5,-2.0,-2.0,5449
1000331,P00113642,1,2,7,2,1,0,8,-2.0,-2.0,9884
1000331,P00213742,1,2,7,2,1,0,8,-2.0,-2.0,7829
1000331,P00002542,1,2,7,2,1,0,8,14.0,-2.0,9735
1000331,P00052242,1,2,7,2,1,0,8,-2.0,-2.0,7932
1000331,P00158042,1,2,7,2,1,0,8,-2.0,-2.0,8107
1000331,P00319342,1,2,7,2,1,0,5,8.0,-2.0,7074
1000331,P00113142,1,2,7,2,1,0,1,5.0,12.0,15849
1000331,P00304442,1,2,7,2,1,0,1,16.0,-2.0,15827
1000331,P00047742,1,2,7,2,1,0,16,-2.0,-2.0,8521
1000331,P00155142,1,2,7,2,1,0,1,16.0,-2.0,4356
1000331,P0009842,1,2,7,2,1,0,8,16.0,-2.0,3938
1000331,P00052742,1,2,7,2,1,0,16,-2.0,-2.0,8750
1000331,P00127242,1,2,7,2,1,0,1,16.0,-2.0,19272
1000331,P00161242,1,2,7,2,1,0,1,5.0,12.0,7613
1000331,P00036242,1,2,7,2,1,0,5,8.0,-2.0,6958
1000331,P00025342,1,2,7,2,1,0,6,8.0,16.0,12174
1000331,P00271042,1,2,7,2,1,0,6,16.0,-2.0,20566
1000331,P00288942,1,2,7,2,1,0,1,2.0,5.0,19539
1000331,P00312842,1,2,7,2,1,0,16,-2.0,-2.0,8691
1000331,P00370642,1,2,7,2,1,0,8,16.0,-2.0,9972
1000331,P00309342,1,2,7,2,1,0,16,-2.0,-2.0,16928
1000332,P00005742,1,5,1,3,3,1,8,14.0,-2.0,9942
1000333,P00117842,1,3,2,1,0,1,5,13.0,16.0,8707
1000333,P00058142,1,3,2,1,0,1,3,4.0,12.0,8409
1000333,P00279942,1,3,2,1,0,1,8,-2.0,-2.0,3911
1000333,P00331542,1,3,2,1,0,1,5,8.0,-2.0,5368
1000333,P00109842,1,3,2,1,0,1,8,-2.0,-2.0,2316
1000333,P00188742,1,3,2,1,0,1,8,14.0,17.0,7941
1000333,P00178942,1,3,2,1,0,1,5,8.0,-2.0,5479
1000333,P00287342,1,3,2,1,0,1,5,-2.0,-2.0,8894
1000333,P00343042,1,3,2,1,0,1,5,18.0,-2.0,5302
1000333,P00313342,1,3,2,1,0,1,5,-2.0,-2.0,3549
1000333,P00100442,1,3,2,1,0,1,2,4.0,5.0,3559
1000333,P00322042,1,3,2,1,0,1,5,8.0,-2.0,5377
1000333,P00100642,1,3,2,1,0,1,5,15.0,-2.0,7045
1000333,P00192242,1,3,2,1,0,1,3,4.0,5.0,10998
1000334,P00025942,0,6,2,1,3,1,8,14.0,-2.0,7932
1000334,P00084242,0,6,2,1,3,1,8,14.0,-2.0,7916
1000334,P00001742,0,6,2,1,3,1,8,14.0,-2.0,10031
1000334,P00221342,0,6,2,1,3,1,1,2.0,5.0,11642
1000335,P00116842,1,3,18,3,0,1,2,5.0,8.0,12745
1000335,P00275842,1,3,18,3,0,1,2,9.0,15.0,9959
1000335,P00233442,1,3,18,3,0,1,1,2.0,15.0,7794
1000335,P00242742,1,3,18,3,0,1,1,2.0,9.0,4383
1000335,P00142942,1,3,18,3,0,1,1,2.0,16.0,4004
1000335,P00107242,1,3,18,3,0,1,10,-2.0,-2.0,4829
1000335,P00111542,1,3,18,3,0,1,2,17.0,-2.0,9718
1000335,P00114042,1,3,18,3,0,1,5,14.0,-2.0,5231
1000335,P00260042,1,3,18,3,0,1,5,8.0,-2.0,8661
1000335,P00129642,1,3,18,3,0,1,5,-2.0,-2.0,3464
1000336,P00157542,1,1,0,3,4,0,8,14.0,-2.0,6041
1000337,P00128542,1,1,19,3,0,0,1,15.0,-2.0,7939
1000337,P00260642,1,1,19,3,0,0,3,13.0,-2.0,13445
1000337,P00082242,1,1,19,3,0,0,11,-2.0,-2.0,4562
1000337,P00278942,1,1,19,3,0,0,1,2.0,3.0,19691
1000338,P00125942,1,3,7,1,1,0,1,2.0,15.0,15837
1000338,P00249742,1,3,7,1,1,0,1,15.0,18.0,11813
1000338,P00129042,1,3,7,1,1,0,1,11.0,-2.0,8048
1000338,P00288242,1,3,7,1,1,0,5,14.0,-2.0,6970
1000338,P00034842,1,3,7,1,1,0,5,14.0,-2.0,6945
1000338,P00159442,1,3,7,1,1,0,5,8.0,-2.0,6949
1000338,P00053942,1,3,7,1,1,0,1,2.0,5.0,15251
1000338,P00184242,1,3,7,1,1,0,9,15.0,-2.0,9662
1000338,P00121342,1,3,7,1,1,0,1,5.0,18.0,11618
1000338,P00117542,1,3,7,1,1,0,18,-2.0,-2.0,2314
1000338,P00209842,1,3,7,1,1,0,5,8.0,-2.0,5147
1000338,P00013742,1,3,7,1,1,0,5,-2.0,-2.0,7153
1000338,P00302642,1,3,7,1,1,0,16,-2.0,-2.0,16622
1000338,P00313342,1,3,7,1,1,0,5,-2.0,-2.0,8772
1000338,P00113142,1,3,7,1,1,0,1,5.0,12.0,15792
1000338,P00085542,1,3,7,1,1,0,5,14.0,-2.0,8744
1000338,P00111742,1,3,7,1,1,0,15,-2.0,-2.0,8750
1000339,P00126042,1,5,7,3,1,1,8,14.0,-2.0,9728
1000339,P00349442,1,5,7,3,1,1,6,8.0,-2.0,16302
1000339,P00285742,1,5,7,3,1,1,8,-2.0,-2.0,6195
1000339,P00289042,1,5,7,3,1,1,8,-2.0,-2.0,10015
1000339,P00101142,1,5,7,3,1,1,8,-2.0,-2.0,8080
1000339,P00318742,1,5,7,3,1,1,1,8.0,-2.0,11443
1000340,P00190742,0,2,3,3,1,1,3,4.0,9.0,5536
1000340,P00084442,0,2,3,3,1,1,13,16.0,-2.0,962
1000340,P00243542,0,2,3,3,1,1,11,-2.0,-2.0,4552
1000340,P00169642,0,2,3,3,1,1,5,-2.0,-2.0,5442
1000340,P00237542,0,2,3,3,1,1,1,15.0,16.0,18951
1000340,P00153742,0,2,3,3,1,1,8,-2.0,-2.0,6008
1000340,P00035542,0,2,3,3,1,1,3,4.0,12.0,13708
1000342,P00010542,1,1,12,3,4,0,2,4.0,5.0,9952
1000342,P00221442,1,1,12,3,4,0,1,2.0,5.0,15902
1000342,P00057642,1,1,12,3,4,0,1,15.0,16.0,15785
1000342,P00222042,1,1,12,3,4,0,1,8.0,-2.0,3962
1000342,P00178942,1,1,12,3,4,0,5,8.0,-2.0,6941
1000342,P0096342,1,1,12,3,4,0,8,-2.0,-2.0,7820
1000342,P00127442,1,1,12,3,4,0,1,2.0,15.0,15383
1000342,P00356742,1,1,12,3,4,0,5,-2.0,-2.0,7159
1000342,P00105142,1,1,12,3,4,0,1,2.0,15.0,15211
1000343,P00184242,0,3,3,2,2,0,9,15.0,-2.0,18362
1000343,P00155242,0,3,3,2,2,0,3,4.0,12.0,10909
1000343,P00041942,0,3,3,2,2,0,5,18.0,-2.0,5305
1000343,P00358342,0,3,3,2,2,0,11,15.0,16.0,3146
1000343,P00112342,0,3,3,2,2,0,13,16.0,-2.0,753
1000343,P00115642,0,3,3,2,2,0,8,14.0,-2.0,6147
1000343,P00221942,0,3,3,2,2,0,1,8.0,-2.0,8316
1000344,P00073842,1,3,14,3,1,1,1,15.0,17.0,15738
1000344,P00026042,1,3,14,3,1,1,8,14.0,17.0,2217
1000344,P00127742,1,3,14,3,1,1,1,2.0,15.0,11505
1000344,P00183442,1,3,14,3,1,1,1,2.0,-2.0,15470
1000345,P00080342,1,2,12,1,2,1,1,6.0,8.0,19565
1000345,P00265242,1,2,12,1,2,1,5,8.0,-2.0,8593
1000346,P00042742,0,2,0,2,2,0,5,14.0,-2.0,8685
1000346,P00066942,0,2,0,2,2,0,8,14.0,-2.0,2162
1000346,P00085842,0,2,0,2,2,0,12,-2.0,-2.0,1768
1000346,P00284742,0,2,0,2,2,0,5,12.0,-2.0,8691
1000346,P0096542,0,2,0,2,2,0,3,4.0,12.0,13339
1000346,P00254242,0,2,0,2,2,0,5,11.0,12.0,8821
1000346,P00131542,0,2,0,2,2,0,8,12.0,-2.0,10032
1000346,P00117442,0,2,0,2,2,0,5,14.0,-2.0,8768
1000346,P00118842,0,2,0,2,2,0,5,8.0,-2.0,6885
1000346,P00177942,0,2,0,2,2,0,5,8.0,-2.0,8882
1000346,P00077042,0,2,0,2,2,0,5,-2.0,-2.0,7192
1000346,P00210542,0,2,0,2,2,0,5,-2.0,-2.0,6863
1000346,P00086342,0,2,0,2,2,0,8,-2.0,-2.0,9866
1000346,P00109942,0,2,0,2,2,0,8,-2.0,-2.0,7954
1000346,P00315642,0,2,0,2,2,0,8,13.0,-2.0,9746
1000346,P00201442,0,2,0,2,2,0,1,6.0,8.0,19284
1000346,P0099442,0,2,0,2,2,0,6,8.0,-2.0,20027
1000347,P00034742,0,6,1,1,1,0,5,14.0,17.0,6872
1000347,P00108542,0,6,1,1,1,0,5,8.0,14.0,8566
1000347,P00126042,0,6,1,1,1,0,8,14.0,-2.0,7866
1000347,P00034842,0,6,1,1,1,0,5,14.0,-2.0,5217
1000347,P00052642,0,6,1,1,1,0,5,14.0,-2.0,7175
1000347,P00085942,0,6,1,1,1,0,2,4.0,8.0,16177
1000348,P00337142,1,5,7,2,2,1,12,-2.0,-2.0,347
1000348,P00178142,1,5,7,2,2,1,8,17.0,-2.0,8118
1000348,P00090942,1,5,7,2,2,1,1,2.0,14.0,15835
1000349,P00210542,1,0,10,3,0,0,5,-2.0,-2.0,1991
1000349,P00271042,1,0,10,3,0,0,6,16.0,-2.0,8560
1000349,P00358342,1,0,10,3,0,0,11,15.0,16.0,2995
1000349,P00338442,1,0,10,3,0,0,1,16.0,-2.0,12051
1000349,P00293242,1,0,10,3,0,0,8,16.0,-2.0,10039
1000349,P00031042,1,0,10,3,0,0,8,-2.0,-2.0,9803
1000349,P00111242,1,0,10,3,0,0,1,18.0,-2.0,15265
1000349,P00230842,1,0,10,3,0,0,8,-2.0,-2.0,7786
1000349,P00263542,1,0,10,3,0,0,16,-2.0,-2.0,16425
1000349,P00250942,1,0,10,3,0,0,11,16.0,-2.0,3195
1000349,P00210942,1,0,10,3,0,0,5,12.0,-2.0,7091
1000349,P00142142,1,0,10,3,0,0,1,2.0,15.0,11550
1000349,P00265442,1,0,10,3,0,0,5,-2.0,-2.0,3684
1000349,P00351842,1,0,10,3,0,0,5,-2.0,-2.0,6971
1000349,P00114542,1,0,10,3,0,0,5,-2.0,-2.0,6989
1000349,P00006842,1,0,10,3,0,0,5,-2.0,-2.0,3627
1000350,P00126142,1,4,20,3,3,0,8,16.0,-2.0,5934
1000350,P00106742,1,4,20,3,3,0,3,5.0,-2.0,10773
1000350,P00156842,1,4,20,3,3,0,4,5.0,-2.0,2068
1000350,P00174442,1,4,20,3,3,0,5,-2.0,-2.0,8611
1000350,P00075442,1,4,20,3,3,0,5,11.0,-2.0,5315
1000350,P00046142,1,4,20,3,3,0,1,16.0,-2.0,15397
1000351,P00240142,1,1,4,1,4,0,5,-2.0,-2.0,2026
1000351,P00184942,1,1,4,1,4,0,1,8.0,17.0,19578
1000351,P00278642,1,1,4,1,4,0,5,-2.0,-2.0,6991
1000351,P0097242,1,1,4,1,4,0,1,16.0,-2.0,7668
1000351,P00070042,1,1,4,1,4,0,1,2.0,16.0,15792
1000352,P00278642,1,1,4,1,0,0,5,-2.0,-2.0,8877
1000352,P00216342,1,1,4,1,0,0,3,4.0,5.0,13359
1000352,P00220442,1,1,4,1,0,0,5,14.0,-2.0,8894
1000352,P00217342,1,1,4,1,0,0,1,15.0,-2.0,11453
1000352,P00112542,1,1,4,1,0,0,1,11.0,15.0,15438
1000352,P00127442,1,1,4,1,0,0,1,2.0,15.0,15569
1000352,P00118742,1,1,4,1,0,0,5,11.0,-2.0,7173
1000352,P00124842,1,1,4,1,0,0,11,-2.0,-2.0,3027
1000352,P00120942,1,1,4,1,0,0,8,-2.0,-2.0,7920
1000352,P00280742,1,1,4,1,0,0,6,8.0,-2.0,16218
1000352,P00195042,1,1,4,1,0,0,6,8.0,14.0,12186
1000352,P00253542,1,1,4,1,0,0,8,-2.0,-2.0,10063
1000352,P00324642,1,1,4,1,0,0,8,-2.0,-2.0,7830
1000352,P00211042,1,1,4,1,0,0,5,-2.0,-2.0,8864
1000352,P00228342,1,1,4,1,0,0,1,13.0,16.0,15482
1000352,P00222942,1,1,4,1,0,0,1,2.0,8.0,11824
1000352,P0098742,1,1,4,1,0,0,8,-2.0,-2.0,8125
1000352,P00223542,1,1,4,1,0,0,1,8.0,17.0,12122
1000352,P00073642,1,1,4,1,0,0,8,-2.0,-2.0,7881
1000352,P00026642,1,1,4,1,0,0,8,-2.0,-2.0,8027
1000352,P00296242,1,1,4,1,0,0,8,-2.0,-2.0,5915
1000352,P00041842,1,1,4,1,0,0,6,8.0,-2.0,16379
1000352,P00356742,1,1,4,1,0,0,5,-2.0,-2.0,3692
1000352,P00144042,1,1,4,1,0,0,2,3.0,4.0,6812
1000352,P00214842,1,1,4,1,0,0,14,-2.0,-2.0,14928
1000352,P00040942,1,1,4,1,0,0,16,-2.0,-2.0,12609
1000352,P00043842,1,1,4,1,0,0,8,13.0,14.0,6204
1000352,P00032142,1,1,4,1,0,0,5,11.0,-2.0,3653
1000352,P00302642,1,1,4,1,0,0,16,-2.0,-2.0,8857
1000352,P00000542,1,1,4,1,0,0,5,-2.0,-2.0,5211
1000352,P00035642,1,1,4,1,0,0,8,-2.0,-2.0,5881
1000352,P00173942,1,1,4,1,0,0,1,5.0,6.0,15774
1000352,P00105042,1,1,4,1,0,0,5,9.0,-2.0,5399
1000352,P00291242,1,1,4,1,0,0,8,-2.0,-2.0,8009
1000352,P00198842,1,1,4,1,0,0,8,14.0,-2.0,5837
1000352,P00256342,1,1,4,1,0,0,5,-2.0,-2.0,1796
1000353,P00110942,0,3,7,3,1,1,1,2.0,-2.0,15482
1000353,P00148642,0,3,7,3,1,1,6,10.0,13.0,20058
1000354,P00084842,1,3,1,1,1,0,8,16.0,-2.0,9734
1000354,P00298442,1,3,1,1,1,0,16,-2.0,-2.0,20620
1000355,P00028842,1,1,3,2,2,0,6,8.0,-2.0,16672
1000355,P00010742,1,1,3,2,2,0,1,8.0,17.0,19488
1000355,P00278942,1,1,3,2,2,0,1,2.0,3.0,15534
1000355,P00057542,1,1,3,2,2,0,3,4.0,5.0,10575
1000355,P00191942,1,1,3,2,2,0,2,3.0,4.0,13045
1000355,P00230942,1,1,3,2,2,0,5,14.0,-2.0,7191
1000355,P00074342,1,1,3,2,2,0,5,-2.0,-2.0,7025
1000355,P00305342,1,1,3,2,2,0,5,-2.0,-2.0,6892
1000355,P00139942,1,1,3,2,2,0,5,-2.0,-2.0,8906
1000355,P00134942,1,1,3,2,2,0,5,14.0,-2.0,6881
1000355,P00157142,1,1,3,2,2,0,11,16.0,-2.0,1644
1000355,P00256842,1,1,3,2,2,0,5,-2.0,-2.0,7043
1000355,P00006442,1,1,3,2,2,0,5,-2.0,-2.0,5209
1000355,P00329542,1,1,3,2,2,0,1,15.0,16.0,15543
1000355,P00296042,1,1,3,2,2,0,8,13.0,16.0,8128
1000355,P00324742,1,1,3,2,2,0,2,9.0,14.0,12908
1000355,P00296242,1,1,3,2,2,0,8,-2.0,-2.0,7972
1000355,P00032042,1,1,3,2,2,0,1,2.0,15.0,11569
1000355,P00001042,1,1,3,2,2,0,1,2.0,16.0,15820
1000356,P00326742,1,6,20,3,0,1,11,-2.0,-2.0,7550
1000357,P00002042,1,1,0,1,4,0,1,-2.0,-2.0,4488
1000357,P00073642,1,1,0,1,4,0,8,-2.0,-2.0,7839
1000359,P00183142,1,2,17,2,1,0,15,-2.0,-2.0,13228
1000360,P00294242,1,3,17,3,1,0,4,5.0,-2.0,2836
1000360,P00187742,1,3,17,3,1,0,2,4.0,-2.0,13110
1000362,P00114342,1,3,20,2,1,0,1,8.0,17.0,15160
1000362,P00147942,1,3,20,2,1,0,1,16.0,-2.0,11488
1000362,P00127442,1,3,20,2,1,0,1,2.0,15.0,7914
1000363,P00274142,1,1,10,2,1,1,1,-2.0,-2.0,15217
1000363,P00312742,1,1,10,2,1,1,15,-2.0,-2.0,12982
1000365,P00220442,0,1,4,1,1,0,5,14.0,-2.0,7047
1000365,P00003942,0,1,4,1,1,0,5,14.0,-2.0,3522
1000365,P00146742,0,1,4,1,1,0,1,13.0,14.0,15515
1000365,P00058042,0,1,4,1,1,0,8,16.0,-2.0,7852
1000366,P00117942,1,5,15,2,1,1,5,15.0,-2.0,8572
1000366,P00178242,1,5,15,2,1,1,8,-2.0,-2.0,8021
1000366,P00193642,1,5,15,2,1,1,2,3.0,4.0,10051
1000366,P00289242,1,5,15,2,1,1,1,8.0,-2.0,11825
1000366,P00048742,1,5,15,2,1,1,5,-2.0,-2.0,8794
1000366,P00070042,1,5,15,2,1,1,1,2.0,16.0,11389
1000366,P00109542,1,5,15,2,1,1,8,14.0,17.0,5912
1000368,P00333042,1,2,0,3,1,0,5,8.0,-2.0,6965
1000368,P00169442,1,2,0,3,1,0,8,-2.0,-2.0,7784
1000368,P00283942,1,2,0,3,1,0,5,-2.0,-2.0,5414
1000368,P00073642,1,2,0,3,1,0,8,-2.0,-2.0,7982
1000368,P00022142,1,2,0,3,1,0,1,-2.0,-2.0,11857
1000368,P00231242,1,2,0,3,1,0,16,-2.0,-2.0,16910
1000369,P00299142,1,3,1,2,2,0,5,-2.0,-2.0,8734
1000369,P00295942,1,3,1,2,2,0,2,5.0,15.0,12781
1000369,P00045842,1,3,1,2,2,0,5,14.0,-2.0,3605
1000369,P00189842,1,3,1,2,2,0,3,4.0,5.0,5362
1000369,P00245642,1,3,1,2,2,0,5,11.0,12.0,1880
1000369,P00161442,1,3,1,2,2,0,5,14.0,-2.0,6884
1000369,P00337542,1,3,1,2,2,0,5,14.0,-2.0,3735
1000370,P00247542,1,1,17,3,3,0,8,16.0,-2.0,5957
1000370,P00255842,1,1,17,3,3,0,16,-2.0,-2.0,20549
1000371,P00034742,1,1,4,2,4,0,5,14.0,17.0,2025
1000371,P00255542,1,1,4,2,4,0,5,-2.0,-2.0,3661
1000371,P00065042,1,1,4,2,4,0,5,15.0,-2.0,5363
1000371,P00113242,1,1,4,2,4,0,1,6.0,8.0,19636
1000371,P00080342,1,1,4,2,4,0,1,6.0,8.0,19048
1000371,P00110942,1,1,4,2,4,0,1,2.0,-2.0,11616
1000372,P00148442,0,1,4,3,2,0,2,16.0,-2.0,9826
1000372,P00250242,0,1,4,3,2,0,5,-2.0,-2.0,7039
1000372,P00157642,0,1,4,3,2,0,1,14.0,16.0,11469
1000372,P00229742,0,1,4,3,2,0,1,16.0,-2.0,11573
1000372,P00222042,0,1,4,3,2,0,1,8.0,-2.0,11568
1000372,P00351342,0,1,4,3,2,0,1,2.0,16.0,15295
1000374,P00002142,0,3,14,3,0,0,1,5.0,8.0,19349
1000374,P00101342,0,3,14,3,0,0,6,8.0,-2.0,16122
1000375,P00274942,1,2,2,2,1,0,8,-2.0,-2.0,10069
1000375,P00349242,1,2,2,2,1,0,8,-2.0,-2.0,8108
1000376,P00058042,1,3,1,3,4,1,8,16.0,-2.0,9939
1000376,P00304842,1,3,1,3,4,1,8,-2.0,-2.0,9697
1000376,P00248142,1,3,1,3,4,1,5,-2.0,-2.0,7094
1000376,P00289842,1,3,1,3,4,1,1,16.0,-2.0,15344
1000376,P00255942,1,3,1,3,4,1,1,16.0,-2.0,19481
1000376,P00033942,1,3,1,3,4,1,5,-2.0,-2.0,8802
1000376,P00190542,1,3,1,3,4,1,3,4.0,-2.0,13508
1000377,P00111142,1,2,17,2,2,0,1,15.0,16.0,15590
1000377,P00341342,1,2,17,2,2,0,1,8.0,17.0,11513
1000377,P00275842,1,2,17,2,2,0,2,9.0,15.0,12969
1000377,P00117442,1,2,17,2,2,0,5,14.0,-2.0,5143
1000377,P00138542,1,2,17,2,2,0,5,6.0,-2.0,5308
1000377,P00207942,1,2,17,2,2,0,6,8.0,-2.0,16478
1000377,P00259342,1,2,17,2,2,0,5,9.0,-2.0,6921
1000377,P00035842,1,2,17,2,2,0,5,6.0,9.0,5264
1000377,P00119742,1,2,17,2,2,0,5,8.0,12.0,8782
1000377,P00255842,1,2,17,2,2,0,16,-2.0,-2.0,20268
1000379,P00190042,0,3,1,3,4,0,3,4.0,5.0,13191
1000379,P00192042,0,3,1,3,4,0,5,9.0,14.0,5424
1000380,P00112142,1,2,2,3,1,0,1,2.0,14.0,15818
1000380,P00216742,1,2,2,3,1,0,5,-2.0,-2.0,5480
1000380,P00209842,1,2,2,3,1,0,5,8.0,-2.0,8702
1000380,P00164842,1,2,2,3,1,0,5,16.0,-2.0,5300
1000380,P00266442,1,2,2,3,1,0,5,-2.0,-2.0,6875
1000380,P00289342,1,2,2,3,1,0,5,8.0,14.0,7045
1000380,P00335242,1,2,2,3,1,0,5,8.0,-2.0,5152
1000381,P00346242,1,3,17,3,2,0,1,15.0,-2.0,15686
1000382,P00147742,0,3,20,2,0,1,1,16.0,-2.0,11717
1000382,P00248142,0,3,20,2,0,1,5,-2.0,-2.0,8591
1000383,P00265242,0,2,7,1,4,1,5,8.0,-2.0,6998
1000384,P00111242,1,2,11,2,3,1,1,18.0,-2.0,19470
1000385,P00046742,1,2,6,3,1,0,1,2.0,15.0,15262
1000385,P00110942,1,2,6,3,1,0,1,2.0,-2.0,19033
1000385,P00230842,1,2,6,3,1,0,8,-2.0,-2.0,7798
1000385,P00070542,1,2,6,3,1,0,3,15.0,-2.0,10724
1000385,P00334242,1,2,6,3,1,0,1,8.0,-2.0,19518
1000385,P0098242,1,2,6,3,1,0,1,16.0,-2.0,8308
1000386,P00103242,1,2,0,1,1,1,8,-2.0,-2.0,9884
1000386,P00059442,1,2,0,1,1,1,6,8.0,16.0,20655
1000386,P00049542,1,2,0,1,1,1,8,-2.0,-2.0,2168
1000386,P00061542,1,2,0,1,1,1,5,-2.0,-2.0,3500
1000386,P00209142,1,2,0,1,1,1,5,8.0,-2.0,7102
1000386,P00052442,1,2,0,1,1,1,5,8.0,-2.0,6971
1000387,P00116542,0,3,7,3,0,0,5,17.0,-2.0,8841
1000387,P00182742,0,3,7,3,0,0,1,2.0,14.0,11834
1000387,P00325742,0,3,7,3,0,0,2,9.0,-2.0,9813
1000388,P00116842,0,2,0,2,3,1,2,5.0,8.0,13043
1000388,P00114942,0,2,0,2,3,1,1,15.0,16.0,15371
1000389,P00231242,1,2,6,3,0,0,16,-2.0,-2.0,4201
1000389,P00070342,1,2,6,3,0,0,1,2.0,14.0,11798
1000389,P00288542,1,2,6,3,0,0,8,-2.0,-2.0,9695
1000389,P00035542,1,2,6,3,0,0,3,4.0,12.0,13524
1000389,P00334242,1,2,6,3,0,0,1,8.0,-2.0,19523
1000390,P00324442,1,2,4,1,0,0,11,13.0,16.0,7594
1000390,P00182442,1,2,4,1,0,0,5,11.0,-2.0,6917
1000390,P00354342,1,2,4,1,0,0,5,11.0,-2.0,5479
1000390,P00226442,1,2,4,1,0,0,11,15.0,-2.0,4541
1000390,P00192742,1,2,4,1,0,0,11,16.0,-2.0,4432
1000390,P00114742,1,2,4,1,0,0,8,-2.0,-2.0,10069
1000390,P00216542,1,2,4,1,0,0,8,-2.0,-2.0,9977
1000390,P00320442,1,2,4,1,0,0,6,10.0,-2.0,12204
1000390,P00367242,1,2,4,1,0,0,11,-2.0,-2.0,6059
1000391,P00340042,1,4,11,3,2,1,5,8.0,-2.0,8584
1000391,P00221742,1,4,11,3,2,1,1,8.0,-2.0,8318
1000391,P00355642,1,4,11,3,2,1,16,-2.0,-2.0,8523
1000392,P00258742,1,1,7,1,0,0,5,-2.0,-2.0,5373
1000392,P00330642,1,1,7,1,0,0,5,-2.0,-2.0,5169
1000392,P00117942,1,1,7,1,0,0,5,15.0,-2.0,6983
1000392,P00241742,1,1,7,1,0,0,5,-2.0,-2.0,6937
1000392,P00316642,1,1,7,1,0,0,4,5.0,-2.0,2855
